sample_id,group,label,plant,experiment,rgb_path,vnir_path,vnir_800nm_path,vnir_1000nm_path
V_2_0_8,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_2_RGB_0_8.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_2_VNIR_0_8.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_2_VNIR_800nm_0_8.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_2_VNIR_1000nm_0_8.png
V_2_0_9,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_2_RGB_0_9.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_2_VNIR_0_9.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_2_VNIR_800nm_0_9.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_2_VNIR_1000nm_0_9.png
V_4_0_1,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_1.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_1.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_1.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_1.png
V_4_0_10,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_10.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_10.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_10.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_10.png
V_4_0_11,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_11.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_11.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_11.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_11.png
V_4_0_12,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_12.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_12.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_12.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_12.png
V_4_0_13,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_13.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_13.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_13.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_13.png
V_4_0_14,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_14.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_14.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_14.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_14.png
V_4_0_15,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_15.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_15.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_15.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_15.png
V_4_0_16,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_16.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_16.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_16.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_16.png
V_4_0_17,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_17.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_17.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_17.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_17.png
V_4_0_18,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_18.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_18.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_18.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_18.png
V_4_0_19,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_19.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_19.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_19.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_19.png
V_4_0_2,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_2.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_2.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_2.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_2.png
V_4_0_20,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_20.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_20.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_20.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_20.png
V_4_0_21,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_21.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_21.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_21.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_21.png
V_4_0_22,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_22.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_22.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_22.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_22.png
V_4_0_24,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_24.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_24.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_24.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_24.png
V_4_0_25,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_25.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_25.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_25.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_25.png
V_4_0_26,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_26.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_26.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_26.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_26.png
V_4_0_27,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_27.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_27.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_27.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_27.png
V_4_0_28,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_28.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_28.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_28.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_28.png
V_4_0_29,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_29.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_29.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_29.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_29.png
V_4_0_3,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_3.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_3.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_3.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_3.png
V_4_0_30,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_30.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_30.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_30.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_30.png
V_4_0_31,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_31.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_31.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_31.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_31.png
V_4_0_32,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_32.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_32.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_32.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_32.png
V_4_0_33,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_33.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_33.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_33.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_33.png
V_4_0_34,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_34.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_34.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_34.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_34.png
V_4_0_35,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_35.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_35.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_35.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_35.png
V_4_0_36,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_36.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_36.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_36.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_36.png
V_4_0_37,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_37.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_37.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_37.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_37.png
V_4_0_38,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_38.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_38.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_38.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_38.png
V_4_0_39,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_39.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_39.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_39.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_39.png
V_4_0_4,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_4.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_4.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_4.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_4.png
V_4_0_40,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_40.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_40.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_40.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_40.png
V_4_0_41,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_41.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_41.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_41.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_41.png
V_4_0_42,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_42.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_42.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_42.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_42.png
V_4_0_43,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_43.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_43.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_43.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_43.png
V_4_0_44,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_44.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_44.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_44.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_44.png
V_4_0_45,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_45.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_45.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_45.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_45.png
V_4_0_5,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_5.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_5.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_5.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_5.png
V_4_0_6,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_6.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_6.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_6.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_6.png
V_4_0_7,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_7.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_7.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_7.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_7.png
V_4_0_8,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_8.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_8.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_8.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_8.png
V_4_0_9,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_0_9.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_0_9.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_0_9.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_0_9.png
V_4_5_1,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_1.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_1.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_1.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_1.png
V_4_5_10,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_10.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_10.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_10.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_10.png
V_4_5_11,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_11.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_11.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_11.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_11.png
V_4_5_12,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_12.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_12.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_12.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_12.png
V_4_5_14,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_14.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_14.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_14.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_14.png
V_4_5_15,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_15.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_15.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_15.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_15.png
V_4_5_17,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_17.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_17.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_17.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_17.png
V_4_5_18,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_18.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_18.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_18.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_18.png
V_4_5_2,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_2.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_2.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_2.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_2.png
V_4_5_20,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_20.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_20.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_20.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_20.png
V_4_5_22,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_22.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_22.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_22.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_22.png
V_4_5_24,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_24.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_24.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_24.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_24.png
V_4_5_25,Tomato\II\Virus,Virus,Tomato,II,Datasets/TOBRFV-LMID/RGB/Tomato/II/Virus/V_4_RGB_5_25.tiff,Datasets/TOBRFV-LMID/VNIR/Tomato/II/Virus/V_4_VNIR_5_25.png,Datasets/TOBRFV-LMID/VNIR_800nm/Tomato/II/Virus/V_4_VNIR_800nm_5_25.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Tomato/II/Virus/V_4_VNIR_1000nm_5_25.png
